source_code,source_concept_id,source_vocabulary_id,source_code_description,valid_start_date,valid_end_date,invalid_reason,target_concept_id,target_vocabulary_id,target_vocabulary_code,domain_id,confidence_score,source_code_description_original
30733065,30733065,TUSS,Repair or suture of a meniscus - knee videoarthroscopic procedure,2009-02-13,,,4343904,SNOMED,239419007,Procedure,0.7403533458709717,Reparo ou sutura de um menisco - procedimento videoartroscópico de joelho
30733073,30733073,TUSS,"Reconstruction, retensioning, or reinforcement of the anterior or posterior cruciate ligament - knee videoarthroscopic procedure",2009-02-13,,,4346964,SNOMED,239432002,Procedure,0.71053746342659,"Reconstrução, retencionamento ou reforço do ligamento cruzado anterior ou posterior #  - procedimento videoartroscópico de joelho"
30733081,30733081,TUSS,Fracture with reduction and/or stabilization of the articular surface - one compartment - knee videoarthroscopic procedure,2009-02-13,,,4077777,SNOMED,179160000,Procedure,0.5406763255596161,Fratura com redução e/ou estabilização da superfície articular - um compartimento #  - procedimento videoartroscópico de joelho
30733090,30733090,TUSS,Surgical treatment of arthrofibrosis - knee videoarthroscopic procedure,2009-02-13,,,4205229,SNOMED,309431009,Procedure,0.5560912489891052,Tratamento cirúrgico da artrofibrose #  - procedimento videoartroscópico de joelho
30733103,30733103,TUSS,"Femoropatellar instability, lateral patellar release, retensioning, reinforcement or reconstruction of the medial patellofemoral ligament - knee videoarthroscopic procedure.",2009-02-13,,,44807384,SNOMED,816611000000105,Procedure,0.609321653842926,"Instabilidade femoro-patelar, release lateral da patela, retencionamento, reforço ou reconstrução do ligamento patelo-femoral medial #  - procedimento videoartroscópico de joelho"
30734010,30734010,TUSS,Total synovectomy - ankle videoarthroscopic procedure,2009-02-13,,,4178270,SNOMED,50738000,Procedure,0.6077913641929626,Sinovectomia total - procedimento videoartroscópico de tornozelo
30734029,30734029,TUSS,Partial or subtotal synovectomy - videoarthroscopic ankle procedure,2009-02-13,,,4178270,SNOMED,50738000,Procedure,0.5891185998916626,Sinovectomia parcial ou subtotal - procedimento videoartroscópico de tornozelo
30734037,30734037,TUSS,Chondroplasty (with free body removal) - ankle videoarthroscopic procedure,2009-02-13,,,37162460,SNOMED,1193576007,Procedure,0.6132757067680359,Condroplastia (com remoção de corpos livres) - procedimento videoartroscópico de tornozelo
30734045,30734045,TUSS,"Osteochondroplasty - stabilization, resection and/or plasty (grafting) - ankle videoarthroscopic procedure",2009-02-13,,,4301340,SNOMED,387648001,Procedure,0.5314192175865173,"Osteocondroplastia - estabilização, ressecção e ou plastia (enxertia) # - procedimento videoartroscópico de tornozelo"
30734053,30734053,TUSS,"Ligament reconstruction, retensioning, or reinforcement - videoarthroscopic ankle procedure",2009-02-13,,,40480498,SNOMED,441780002,Procedure,0.6839402914047241,"Reconstrução, retencionamento ou reforço de ligamento - procedimento videoartroscópico de tornozelo"
30734061,30734061,TUSS,Fractures - reduction and stabilization of each surface - videoarthroscopic ankle procedure,2009-02-13,,,4077778,SNOMED,179162008,Procedure,0.569331020116806,Fraturas - redução e estabilização de cada superfície - procedimento videoartroscópico de tornozelo
30735017,30735017,TUSS,Total synovectomy - shoulder videoarthroscopic procedure,2009-02-13,,,4297641,SNOMED,77341008,Procedure,0.6424384713172913,Sinovectomia total - procedimento videoartroscópico de ombro
30735025,30735025,TUSS,Partial or subtotal synovectomy - shoulder videoarthroscopic procedure,2009-02-13,,,4121863,SNOMED,257847001,Procedure,0.7124811708927155,Sinovectomia parcial ou subtotal  - procedimento videoartroscópico de ombro
30735033,30735033,TUSS,Acromioplasty - videoarthroscopic shoulder procedure,2009-02-13,,,4078258,SNOMED,179893007,Procedure,0.6590662598609924,Acromioplastia - procedimento videoartroscópico de ombro
30735041,30735041,TUSS,Labral lesion - shoulder videoarthroscopic procedure,2009-02-13,,,4085220,SNOMED,281812007,Procedure,0.5658944249153137,Lesão labral - procedimento videoartroscópico de ombro
30735050,30735050,TUSS,Glenohumeral dislocation - shoulder videoarthroscopic procedure,2009-02-13,,,4262122,SNOMED,35916003,Procedure,0.591427743434906,Luxação gleno-umeral - procedimento videoartroscópico de ombro
30735068,30735068,TUSS,Rotator cuff tear - videoarthroscopic shoulder procedure,2009-02-13,,,44783078,SNOMED,699120002,Procedure,0.599703848361969,Ruptura do manguito rotador - procedimento videoartroscópico de ombro
30735076,30735076,TUSS,Multidirectional instability - videoarthroscopic shoulder procedure,2009-02-13,,,37165356,SNOMED,1254653000,Condition,0.6024341583251953,Instabilidade multidirecional - procedimento videoartroscópico de ombro
30735084,30735084,TUSS,Lateral clavicle resection - shoulder videoarthroscopic procedure,2009-02-13,,,4037502,SNOMED,16210001,Procedure,0.4879666566848755,Ressecção lateral da clavícula - procedimento videoartroscópico de ombro
30735092,30735092,TUSS,Tenotomy of the long head of the biceps - shoulder videoarthroscopic procedure,2009-02-13,,,4343470,SNOMED,239250007,Procedure,0.6965970098972321,Tenotomia da porção longa do bíceps - procedimento videoartroscópico de ombro
30736013,30736013,TUSS,Total synovectomy - videoarthroscopic elbow procedure,2009-02-13,,,4337962,SNOMED,87366001,Procedure,0.6155820488929749,Sinovectomia  total - procedimento videoartroscópico de cotovelo
30736021,30736021,TUSS,Partial or subtotal synovectomy - videoarthroscopic elbow procedure,2009-02-13,,,4103683,SNOMED,2891006,Procedure,0.6701101660728455,Sinovectomia parcial ou subtotal - procedimento videoartroscópico de cotovelo
30736030,30736030,TUSS,Chondroplasty (with removal of loose bodies) - elbow videoarthroscopic procedure,2009-02-13,,,37162461,SNOMED,1193577003,Procedure,0.6670888066291809,Condroplastia (com remoção de corpos livres) - procedimento videoartroscópico de cotovelo
30736048,30736048,TUSS,"Osteochondroplasty - stabilization, resection and/or plasty (grafting) - videoarthroscopic elbow procedure",2009-02-13,,,4034396,SNOMED,239471004,Procedure,0.5305736362934113,"Osteocondroplastia - estabilização, ressecção e/ou plastia (enxertia) # - procedimento videoartroscópico de cotovelo"
30736056,30736056,TUSS,"Reconstruction, retensioning or reinforcement of ligament # - videoarthroscopic procedure of the elbow",2009-02-13,,,40486050,SNOMED,447677003,Procedure,0.6333243548870087,"Reconstrução, retencionamento ou reforço de ligamento #  - procedimento videoartroscópico de cotovelo"
30736064,30736064,TUSS,Fractures: reduction and stabilization for each surface - elbow videoarthroscopic procedure,2009-02-13,,,4076441,SNOMED,179166006,Procedure,0.5137649774551392,Fraturas: redução e estabilização para cada superfície - procedimento videoartroscópico de cotovelo
30737010,30737010,TUSS,Total synovectomy - videoarthroscopic procedure of the wrist and carpal tunnel,2009-02-13,,,4343706,SNOMED,239265008,Procedure,0.6073843836784363,Sinovectomia total - procedimento videoartroscópico de punho e túnel do carpo
30737028,30737028,TUSS,Partial or subtotal synovectomy - videoarthroscopic procedure of the wrist and carpal tunnel,2009-02-13,,,4069691,SNOMED,1757000,Procedure,0.6378200948238373,Sinovectomia parcial ou subtotal  - procedimento videoartroscópico de punho e túnel do carpo
30737036,30737036,TUSS,Chondroplasty (with removal of free bodies) - videoarthroscopic procedure of the wrist and carpal tunnel,2009-02-13,,,4313998,SNOMED,86240006,Procedure,0.5898424983024597,Condroplastia (com remoção de corpos livres) - procedimento videoartroscópico de punho e túnel do carpo
30737044,30737044,TUSS,"Osteochondroplasty - stabilization, resection and/or plasty (grafting) - videoarthroscopic procedure of the wrist and carpal tunnel",2009-02-13,,,44783072,SNOMED,699112004,Procedure,0.4987037777900696,"Osteocondroplastia - estabilização, ressecção e/ou plastia (enxertia) - procedimento videoartroscópico de punho e túnel do carpo"
30737052,30737052,TUSS,"Reconstruction, retensioning or reinforcement of ligament or triangular cartilage repair - videoarthroscopic procedure of wrist and carpal tunnel",2009-02-13,,,4325438,SNOMED,71476000,Procedure,0.5889776647090912,"Reconstrução, retencionamento ou reforço de ligamento ou reparo de cartilagem triangular # - procedimento videoartroscópico de punho e túnel do carpo"
30737060,30737060,TUSS,Fractures - reduction and stabilization of each surface - videoarthroscopic procedure of the wrist and carpal tunnel,2009-02-13,,,40479730,SNOMED,443063001,Procedure,0.5374847650527954,Fraturas - redução e estabilização de cada superfície - procedimento videoartroscópico de punho e túnel do carpo
30737079,30737079,TUSS,Carpal tunnel decompression - videoarthroscopic procedure of the wrist and carpal tunnel,2009-02-13,,,4041195,SNOMED,16560008,Procedure,0.6350765824317932,Túnel do carpo - descompressão - procedimento videoartroscópico de punho e túnel do carpo
30738016,30738016,TUSS,Total synovectomy - videoarthroscopic hip procedure,2009-02-13,,,4233308,SNOMED,439951002,Procedure,0.6174313127994537,Sinovectomia total - procedimento videoartroscópico de coxofemoral
30738024,30738024,TUSS,Partial synovectomy and/or removal of loose bodies - videoarthroscopic hip procedure,2009-02-13,,,4234038,SNOMED,440504003,Procedure,0.6141169369220734,Sinovectomia parcial e/ou remoção de corpos livres - procedimento videoartroscópico de coxofemoral
30738032,30738032,TUSS,Debridement of the labrum or ligamentum teres with or without chondroplasty - videoarthroscopic hip procedure.,2009-02-13,,,21499106,LOINC,LA25600-0,Meas Value,0.5898569822311401,Desbridamento do labrum ou ligamento redondo com ou sem condroplastia - procedimento videoartroscópico de coxofemoral
30738040,30738040,TUSS,Treatment of femoroacetabular impingement - videoarthroscopic hip procedure,2009-02-13,,,4288878,SNOMED,69650005,Procedure,0.5207178592681885,Tratamento do impacto femoro-acetabular - procedimento videoartroscópico de coxofemoral
30738059,30738059,TUSS,Chondroplasty with labral suture - hip videoarthroscopic procedure,2009-02-13,,,4285449,SNOMED,68590006,Procedure,0.6166198551654816,Condroplastia com sutura labral - procedimento videoartroscópico de coxofemoral
30801010,30801010,TUSS,"Placement of tracheal, tracheobronchial or bronchial stent, endoscopically (silicone or metallic tube)",2009-02-13,,,37158318,SNOMED,1255833006,Procedure,0.6200219094753265,"Colocação de órtese traqueal, traqueobrônquica ou brônquica, por via endoscópica (tubo de silicone ou metálico)"
30801028,30801028,TUSS,Placement of tracheal or tracheobronchial prosthesis (any route),2009-02-13,,,4070245,SNOMED,173061008,Procedure,0.5770732164382935,Colocação de prótese traqueal ou traqueobrônquica (qualquer via)
30801036,30801036,TUSS,Closure of tracheocutaneous fistula,2009-02-13,,,4069619,SNOMED,173069005,Procedure,0.9999999999992073,Fechamento de fístula tráqueo-cutânea
30801044,30801044,TUSS,Tracheal puncture,2009-02-13,,,4317141,SNOMED,95206001,Condition,0.7290621995925903,Punção traqueal
30801052,30801052,TUSS,Carinal (tracheobronchial) resection,2009-02-13,,,4001215,SNOMED,119256007,Procedure,0.6227200031280518,Ressecção carinal (traqueobrônquica)
30801060,30801060,TUSS,Tracheal tumor resection,2009-02-13,,,4233625,SNOMED,40583006,Procedure,0.8249000310897827,Ressecção de tumor traqueal
30801079,30801079,TUSS,Tracheoplasty (any approach),2009-02-13,,,4002398,SNOMED,119739003,Procedure,0.6007845997810364,Traqueoplastia (qualquer via)
30801087,30801087,TUSS,Tracheorrhaphy (any route),2009-02-13,,,4309294,SNOMED,391929006,Procedure,0.6742861270904541,Traqueorrafia (qualquer via)
30801109,30801109,TUSS,Tracheostomy with insertion of tracheal or tracheobronchial stent via cervical approach,2009-02-13,,,4282469,SNOMED,67116005,Procedure,0.6014851331710815,Traqueostomia com colocação de órtese traqueal ou traqueobrônquica por via cervical
30801117,30801117,TUSS,Mediastinal tracheostomy,2009-02-13,,,4199580,SNOMED,52536006,Procedure,0.9999999999989824,Traqueostomia mediastinal
30801133,30801133,TUSS,Tracheostoma plasty,2009-02-13,,,4002398,SNOMED,119739003,Procedure,0.7973111420869827,Plastia de traqueostoma
30801141,30801141,TUSS,Tracheotomy or surgical closure,2009-02-13,,,4195686,SNOMED,6774004,Procedure,0.688720703125,Traqueotomia ou fechamento cirúrgico
30801150,30801150,TUSS,Tracheoesophageal prosthesis replacement,2009-02-13,,,45759938,SNOMED,465443009,Device,0.7223761677742004,Troca de prótese tráqueo-esofágica
30801168,30801168,TUSS,Tracheal tumor resection by videothoracoscopy,2009-02-13,,,37109517,SNOMED,7221000179100,Procedure,0.6608629822731018,Ressecção de tumor traqueal por videotoracoscopia
30801176,30801176,TUSS,Tracheorrhaphy by videothoracoscopy,2009-02-13,,,44790024,SNOMED,222131000000106,Observation,0.659078449010849,Traqueorrafia por videotoracoscopia
30801184,30801184,TUSS,Tracheostomy with foreign body removal,2009-02-13,,,4218582,SNOMED,8144007,Procedure,0.7520030289888382,Traqueostomia com retirada de corpo estranho
30802016,30802016,TUSS,Bronchoplasty and/or arterioplasty,2009-02-13,,,4085260,SNOMED,24298005,Procedure,0.6001138985157013,Broncoplastia e/ou arterioplastia
30802024,30802024,TUSS,Bronchotomy and/or bronchorrhaphy,2009-02-13,,,4169736,SNOMED,49045006,Procedure,0.6390712857246399,Broncotomia e/ou broncorrafia
30802032,30802032,TUSS,Placement of bronchial mold by thoracotomy,2009-02-13,,,4078539,SNOMED,19095002,Procedure,0.5207230150699615,Colocação de molde brônquico por toracotomia
30802040,30802040,TUSS,Bronchoplasty and/or arterioplasty by videothoracoscopy,2009-02-13,,,4051944,SNOMED,233213000,Procedure,0.43990349769592285,Broncoplastia e/ou arterioplastia por videotoracoscopia
30802059,30802059,TUSS,Bronchotomy and/or bronchorrhaphy by videothoracoscopy,2009-02-13,,,4249890,SNOMED,7375006,Procedure,0.6057892143726349,Broncotomia e/ou broncorrafia por videotoracoscopia
30803012,30803012,TUSS,Unilateral bullectomy,2009-02-13,,,4054047,SNOMED,125571002,Procedure,0.4379349946975708,Bulectomia unilateral
30803020,30803020,TUSS,Unilateral lung volume reduction surgery (any technique),2009-02-13,,,4323902,SNOMED,429609002,Procedure,0.5112531185150146,Cirurgia redutora do volume pulmonar unilateral (qualquer técnica)
30803039,30803039,TUSS,Congenital pulmonary cyst - surgical treatment,2009-02-13,,,4218385,SNOMED,39845007,Procedure,0.6331784129142761,Cisto pulmonar congênito - tratamento cirúrgico
30803047,30803047,TUSS,Repair of bronchopleural fistula (any technique),2009-02-13,,,4023308,SNOMED,10558003,Procedure,0.7417823374271393,Correção de fístula bronco-pleural (qualquer técnica)
30803055,30803055,TUSS,Open tubular drainage of pulmonary cavity,2009-02-13,,,4074689,SNOMED,177788009,Procedure,0.7751922905445099,Drenagem tubular aberta de cavidade pulmonar
30803063,30803063,TUSS,Pulmonary embolectomy,2009-02-13,,,4296462,SNOMED,76480009,Procedure,0.9999999999991345,Embolectomia pulmonar
30803071,30803071,TUSS,Lobectomy for pulmonary malformation,2009-02-13,,,4070879,SNOMED,173171007,Procedure,0.7443737983703613,Lobectomia por malformação pulmonar
30803080,30803080,TUSS,Pulmonary lobectomy,2009-02-13,,,4070879,SNOMED,173171007,Procedure,0.9999999999993829,Lobectomia pulmonar
30803098,30803098,TUSS,Unilateral pulmonary metastasectomy (any technique),2009-02-13,,,4119250,SNOMED,287310004,Procedure,0.4426533579826355,Metastasectomia pulmonar unilateral (qualquer técnica)
30803101,30803101,TUSS,Pneumonectomy,2009-02-13,,,4172438,SNOMED,49795001,Procedure,0.9999999999979536,Pneumonectomia
30803110,30803110,TUSS,Complete pneumonectomy,2009-02-13,,,4337607,SNOMED,232646009,Procedure,0.8329662084579468,Pneumonectomia de totalização
30803128,30803128,TUSS,Pneumorrhaphy,2009-02-13,,,4234548,SNOMED,90249002,Procedure,0.6877748966217041,Pneumorrafia
30803136,30803136,TUSS,Pneumostomy (cavernostomy) with costectomy and cutaneous-cavity stoma,2009-02-13,,,4165066,SNOMED,45753003,Procedure,0.4978293776512146,Pneumostomia (cavernostomia) com costectomia e estoma cutâneo-cavitário
30803144,30803144,TUSS,Placement of radioactive needles by thoracotomy (brachytherapy),2009-02-13,,,40488417,SNOMED,448137007,Procedure,0.5582723617553711,Posicionamento de agulhas radiativas por toracotomia (braquiterapia)
30803152,30803152,TUSS,Segmentectomy (any technique),2009-02-13,,,4237353,SNOMED,91625001,Procedure,0.4697088599205017,Segmentectomia (qualquer técnica)
30803160,30803160,TUSS,Pulmonary thromboendarterectomy,2009-02-13,,,4143686,SNOMED,426900002,Procedure,0.9999999999990327,Tromboendarterectomia pulmonar
30803179,30803179,TUSS,Unilateral bulectomy by videothoracoscopy,2009-02-13,,,4118958,SNOMED,302338000,Procedure,0.5512398779392242,Bulectomia unilateral por videotoracoscopia
30803187,30803187,TUSS,Unilateral lung volume reduction surgery by videothoracoscopy,2009-02-13,,,4323902,SNOMED,429609002,Procedure,0.5900026559829712,Cirurgia redutora do volume pulmonar unilateral  por videotoracoscopia
30803195,30803195,TUSS,Repair of bronchopleural fistula by videothoracoscopy,2009-02-13,,,4023308,SNOMED,10558003,Procedure,0.6722747683525085,Correção de fístula bronco-pleural por videotoracoscopia
30803209,30803209,TUSS,Open tubular drainage of pulmonary cavity by videothoracoscopy,2009-02-13,,,4074689,SNOMED,177788009,Procedure,0.5324523448944092,Drenagem tubular aberta de cavidade pulmonar por videotoracoscopia
30803217,30803217,TUSS,Video-assisted thoracoscopic pulmonary lobectomy,2009-02-13,,,764458,SNOMED,455251000124107,Procedure,0.9122051745653152,Lobectomia pulmonar por videotoracoscopia
30803225,30803225,TUSS,Unilateral pulmonary metastasectomy by videothoracoscopy,2009-02-13,,,46273604,SNOMED,711415002,Procedure,0.46795064210891724,Metastasectomia pulmonar unilateral por videotoracoscopia
30803233,30803233,TUSS,Segmentectomy by videothoracoscopy,2009-02-13,,,4237353,SNOMED,91625001,Procedure,0.6187591552734375,Segmentectomia por videotoracoscopia
30803241,30803241,TUSS,Percutaneous lung needle biopsy,2009-02-13,,,4119737,SNOMED,287465001,Procedure,0.9746524039655924,Biópsia transcutânea de pulmão por agulha
30804019,30804019,TUSS,Percutaneous pleural needle biopsy,2009-02-13,,,4032261,SNOMED,238355009,Procedure,0.9066936373710632,Biópsia percutânea de pleura por agulha
30804027,30804027,TUSS,Pulmonary decortication,2009-02-13,,,4074687,SNOMED,177784006,Procedure,0.8543851375579834,Descorticação pulmonar
30804035,30804035,TUSS,Pleurectomy,2009-02-13,,,4079730,SNOMED,23979009,Procedure,0.9999999999993865,Pleurectomia
30804043,30804043,TUSS,Pleurodesis (any technique),2009-02-13,,,4222936,SNOMED,84572006,Procedure,0.5310143828392029,Pleurodese (qualquer técnica)
30804051,30804051,TUSS,Pleuroscopy,2009-02-13,,,43020937,SNOMED,472818003,Procedure,0.9999999999984643,Pleuroscopia
30804060,30804060,TUSS,Pleurostomy (open),2009-02-13,,,4070581,SNOMED,177783000,Procedure,0.7270805239677429,Pleurostomia (aberta)
30804086,30804086,TUSS,Pleural puncture (or thoracocentesis),2022-08-01,,,4031456,SNOMED,238354008,Procedure,0.6109690964221954,Punção pleural (ou toracocentese)
30804094,30804094,TUSS,Pleural cavity filling with antibiotic solution for empyema treatment,2009-02-13,,,4049410,SNOMED,233217004,Procedure,0.4600607752799988,Repleção de cavidade pleural com solução de antibiótico para tratamento de empiema
30804108,30804108,TUSS,Resection of localized pleural tumor,2009-02-13,,,37109504,SNOMED,7131000179105,Procedure,0.7902999371290207,Ressecção de tumor da pleura localizado
30804116,30804116,TUSS,Removal of thoracic tube drain (placed in another service),2009-02-13,,,4030842,SNOMED,238356005,Procedure,0.6417571902275085,Retirada de dreno tubular torácico (colocado em outro serviço)
30804124,30804124,TUSS,Pleural tent,2009-02-13,,,4150673,SNOMED,3120008,Spec Anatomic Site,0.4123704433441162,Tenda pleural
30804132,30804132,TUSS,Thoracostomy with closed pleural drainage,2009-02-13,,,4217188,SNOMED,72558007,Procedure,0.6679571270942688,Toracostomia com drenagem pleural fechada
30804140,30804140,TUSS,Operative treatment of intrapleural hemorrhage,2009-02-13,,,4150663,SNOMED,31168004,Procedure,0.5788339376449585,Tratamento operatório da hemorragia intrapleural
30804159,30804159,TUSS,Video-assisted thoracoscopic pulmonary decortication,2009-02-13,,,4134776,SNOMED,262256007,Meas Value,0.652031421661377,Descorticação pulmonar por videotoracoscopia
30804167,30804167,TUSS,Video-assisted thoracoscopic pleurectomy,2009-02-13,,,764458,SNOMED,455251000124107,Procedure,0.7536616921424866,Pleurectomia por videotoracoscopia
30804175,30804175,TUSS,Video-assisted pleurodesis,2009-02-13,,,4134776,SNOMED,262256007,Meas Value,0.6957964897155762,Pleurodese por video
30804183,30804183,TUSS,Video pleuroscopy,2009-02-13,,,40486150,SNOMED,449201002,Procedure,0.5201368927955627,Pleuroscopia por vídeo
30804191,30804191,TUSS,Video-assisted resection of pleural tumor,2009-02-13,,,37109504,SNOMED,7131000179105,Procedure,0.6480591893196106,Ressecção de tumor da pleura localizado por vídeo
30804205,30804205,TUSS,Video pleural tent,2009-02-13,,,45758491,SNOMED,463217008,Device,0.2948061227798462,Tenda pleural por vídeo
30804213,30804213,TUSS,Video-assisted operative treatment of intrapleural hemorrhage,2009-02-13,,,4104537,SNOMED,29068008,Procedure,0.4394341707229614,Tratamento operatório da hemorragia intrapleural por  vídeo
30805015,30805015,TUSS,Resection of intrathoracic goiter,2009-02-13,,,4281518,SNOMED,66392007,Condition,0.6199777126312256,Ressecção de bócio intratorácico
30805023,30805023,TUSS,Biopsy of prescalene lymph nodes or venous confluence,2009-02-13,,,4071443,SNOMED,21911005,Procedure,0.6764947474002838,Biópsia de linfonodos pré-escalênicos ou do confluente venoso
30805031,30805031,TUSS,Mediastinal tumor biopsy (any approach),2009-02-13,,,4068794,SNOMED,173199003,Procedure,0.5021046996116638,Biópsia de tumor do mediastino (qualquer via)
30805040,30805040,TUSS,Bronchial or esophageal cyst or duplication - surgical treatment,2009-02-13,,,4218385,SNOMED,39845007,Procedure,0.5611942708492279,Cisto ou duplicação brônquica ou esôfagica - tratamento cirúrgico
30805074,30805074,TUSS,Ligation of bronchial arteries by thoracotomy for control of hemoptysis,2009-02-13,,,44784492,SNOMED,698648007,Procedure,0.4733613133430481,Ligadura de artérias brônquicas por toracotomia para controle de hemoptise
30805082,30805082,TUSS,Thoracic duct ligation (any route),2009-02-13,,,4277281,SNOMED,65651000,Procedure,0.5826592743396759,Ligadura de ducto-torácico (qualquer via)
30805090,30805090,TUSS,Mediastinal lymphadenectomy,2009-02-13,,,4122782,SNOMED,234263003,Procedure,0.7642434686422348,Linfadenectomia mediastinal
30805104,30805104,TUSS,"Mediastinoscopy, cervical approach",2009-02-13,,,4288591,SNOMED,68656009,Procedure,0.7225391864776611,"Mediastinoscopia, via cervical"
30805112,30805112,TUSS,"Mediastinotomy (parasternal, transsternal, cervical)",2009-02-13,,,4185534,SNOMED,55872002,Procedure,0.5628629624843597,"Mediastinotomia (via paraesternal, transesternal, cervical)"
30805120,30805120,TUSS,Posterior extrapleural mediastinotomy,2009-02-13,,,4126179,SNOMED,261169004,Procedure,0.6897647976875305,Mediastinotomia extrapleural por via posterior
30805139,30805139,TUSS,Pericardiotomy with pleuropericardial opening (any technique),2009-02-13,,,4030257,SNOMED,13830001,Procedure,0.5550009310245514,Pericardiotomia com abertura pleuro-pericárdica (qualquer técnica)
30805147,30805147,TUSS,Resection of mediastinal tumor,2009-02-13,,,4169843,SNOMED,275192009,Procedure,0.8066252917051315,Ressecção de tumor de mediastino
30805155,30805155,TUSS,Thymectomy (any route),2009-02-13,,,4265165,SNOMED,399750009,Procedure,0.5461316108703613,Timectomia (qualquer via)
30805163,30805163,TUSS,Treatment of mediastinitis (any route),2009-02-13,,,4069740,SNOMED,173197001,Procedure,0.49770689010620117,Tratamento da mediastinite (qualquer via)
30805171,30805171,TUSS,Therapeutic truncal vagotomy by thoracotomy,2009-02-13,,,46271324,SNOMED,709425003,Procedure,0.8348959237337112,Vagotomia troncular terapêutica por toracotomia
30805180,30805180,TUSS,Video-assisted mediastinal tumor biopsy,2009-02-13,,,37163722,SNOMED,1217697005,Procedure,0.6134874224662781,Biópsia de tumor do mediastino por vídeo
30805198,30805198,TUSS,Cyst or bronchial or esophageal duplication - video-assisted surgical treatment,2009-02-13,,,36715472,SNOMED,721161005,Condition,0.4720929265022278,Cisto ou duplicação brônquica ou esofágica – tratamento cirúrgico por vídeo
30805201,30805201,TUSS,Video-assisted bronchial artery ligation for hemoptysis control,2009-02-13,,,37312092,SNOMED,792798008,Procedure,0.6429419219493866,Ligadura de artérias brônquicas para controle de hemoptise por vídeo
30805210,30805210,TUSS,Video-assisted thoracic duct ligation,2009-02-13,,,4032774,SNOMED,14671001,Procedure,0.7117397487163544,Ligadura de ducto-torácico por vídeo
30805228,30805228,TUSS,Video-assisted mediastinal lymphadenectomy,2009-02-13,,,4122782,SNOMED,234263003,Procedure,0.5446192920207977,Linfadenectomia mediastinal por vídeo
30805236,30805236,TUSS,Video-assisted cervical mediastinoscopy,2009-02-13,,,4096181,SNOMED,262457001,Procedure,0.7029631733894348,"Mediastinoscopia, via cervical por vídeo"
30805244,30805244,TUSS,Video-assisted posterior extrapleural mediastinotomy,2009-02-13,,,4032774,SNOMED,14671001,Procedure,0.6712246239185333,Mediastinotomia extrapleural por via posterior por vídeo
30805252,30805252,TUSS,Video-assisted pericardiotomy with pleuropericardial opening,2009-02-13,,,4134776,SNOMED,262256007,Meas Value,0.5207520425319672,Pericardiotomia com abertura pleuro-pericárdica por vídeo
30805260,30805260,TUSS,Video-assisted mediastinal tumor resection,2009-02-13,,,4134776,SNOMED,262256007,Meas Value,0.6520293951034546,Ressecção de tumor de mediastino por vídeo
30805279,30805279,TUSS,Video thymectomy,2009-02-13,,,4032774,SNOMED,14671001,Procedure,0.5679582953453064,Timectomia por vídeo
30805287,30805287,TUSS,Treatment of mediastinitis by video,2009-02-13,,,40486150,SNOMED,449201002,Procedure,0.5013144612312317,Tratamento da mediastinite por vídeo
30805295,30805295,TUSS,Removal of foreign body from the mediastinum,2009-02-13,,,40627371,SNOMED,80125006,Procedure,0.9653483666479588,Retirada de corpo estranho do mediastino
30806011,30806011,TUSS,Subphrenic abscess - surgical treatment,2009-02-13,,,4302696,SNOMED,387824007,Procedure,0.6803642511367798,Abscesso subfrênico - tratamento cirúrgico
30806020,30806020,TUSS,Diaphragmatic eventration - surgical treatment,2009-02-13,,,4311828,SNOMED,85813009,Procedure,0.624932587146759,Eventração diafragmática - tratamento cirúrgico
30806038,30806038,TUSS,Diaphragmatic hernia - surgical treatment (any technique),2009-02-13,,,4012461,SNOMED,112977000,Procedure,0.5313940346240997,Hérnia diafragmática - tratamento cirúrgico (qualquer técnica)
30806046,30806046,TUSS,Definitive diaphragmatic pacemaker implant,2009-02-13,,,4268034,SNOMED,61952002,Procedure,0.7018832564353943,Implante de marca-passo diafragmático definitivo
30806054,30806054,TUSS,Diaphragmatic hernia – laparoscopic surgical treatment,2009-02-13,,,4012461,SNOMED,112977000,Procedure,0.6211572885513306,Hérnia diafragmática – tratamento cirúrgico por vídeo
30806062,30806062,TUSS,Congenital diaphragmatic hernia - surgical treatment (any approach),2021-08-01,,,46270686,SNOMED,708641003,Procedure,0.5272765755653381,Hérnia diafragmática congênita - tratamento cirúrgico (qualquer via)
30806070,30806070,TUSS,Congenital diaphragmatic hernia - videoscopic surgical treatment,2021-08-01,,,46270686,SNOMED,708641003,Procedure,0.5963435173034668,Hérnia diafragmática congênita - tratamento cirúrgico por vídeo
30901014,30901014,TUSS,"Enlargement (valvular annulus, great vessels, atrium, ventricle)",2009-02-13,,,4102994,SNOMED,253435000,Condition,0.5299815833568573,"Ampliação (anel valvar, grandes vasos, átrio, ventrículo)"
30901022,30901022,TUSS,Patent ductus arteriosus - surgical correction,2009-02-13,,,4142660,SNOMED,265859004,Procedure,0.7799605280160904,Canal arterial persistente - correção cirúrgica
30901030,30901030,TUSS,Aortic coarctation - surgical correction,2009-02-13,,,4183605,SNOMED,43654001,Procedure,0.7040947079658508,Coarctação da aorta - correção cirúrgica
30901049,30901049,TUSS,Pulmonary artery banding,2009-02-13,,,4049734,SNOMED,15648005,Procedure,0.9999999999993603,Confecção de bandagem da artéria pulmonar
